manuscript_item,panel,source_file,local_snapshot,row_key_or_filter,transformation,evidence_type,source_sha256
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-1/ordinary/snapshots/final/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-1/ordinary/final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 1, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,22676db82207a80d77498e07032b1620bb5e722de3301b0ff298486e0df1e5d4
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-1/ordinary/snapshots/final/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-1/ordinary/final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 1, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,2b3f2f2451d8c9c2689aa6d324683106969b14fef6ef23dd9901a6f5b0ac3545
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-1/ordinary/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-1/ordinary/current_final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 1, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,fd74e9552e00c46bbb94308b890a43d1f930c213a785790fafae0d25326d160d
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-1/ordinary/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-1/ordinary/current_final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 1, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,a31886e79ac519a4ae56ac317451d4c7a7ca1842ebcb771e47d0a92061d84e79
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/issued_unarmed_before_expiry/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/issued_unarmed_before_expiry/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""issued_unarmed_before_expiry"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,b398d09d784f1a35e85dcf0ae932d30fd11fe72b1ae12e2e43099dd5fefb6bcc
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/issued_unarmed_before_expiry/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/issued_unarmed_before_expiry/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""issued_unarmed_before_expiry"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,fdf40b13f9968f5955cae88ded8c21aef1ae4244e8a3c43be5885b5b02c992db
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/expired_unarmed_cancelled/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/expired_unarmed_cancelled/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""expired_unarmed_cancelled"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,e0cabf8e2eacc73e160d7b744fb0d9857ed2a7a87bc75ae0fccd98dad2bd98d9
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/expired_unarmed_cancelled/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/expired_unarmed_cancelled/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""expired_unarmed_cancelled"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,fdf40b13f9968f5955cae88ded8c21aef1ae4244e8a3c43be5885b5b02c992db
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/cancelled_replay_no_dispatch/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/cancelled_replay_no_dispatch/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""cancelled_replay_no_dispatch"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,e0cabf8e2eacc73e160d7b744fb0d9857ed2a7a87bc75ae0fccd98dad2bd98d9
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/cancelled_replay_no_dispatch/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/cancelled_replay_no_dispatch/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""cancelled_replay_no_dispatch"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,fdf40b13f9968f5955cae88ded8c21aef1ae4244e8a3c43be5885b5b02c992db
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/released_budget_reused/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/released_budget_reused/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""released_budget_reused"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,08c9578471361db325ea8e5087928fa47e26054b5c7a1d858bb42747faf6435b
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/released_budget_reused/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/released_budget_reused/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""released_budget_reused"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,95b624fe85bdbff846c02a2ef25bf66815d79470af89239194d537156bd80348
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/final/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/final/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""final"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,08c9578471361db325ea8e5087928fa47e26054b5c7a1d858bb42747faf6435b
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/snapshots/final/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/final/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""final"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,95b624fe85bdbff846c02a2ef25bf66815d79470af89239194d537156bd80348
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/current_final/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""current_final"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,def07015ede82b5becaa0753294713e392a4b0b1588546e0b3f91016d93caf67
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ecrc/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ecrc/current_final/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""current_final"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,61946051c1d252b507d30e73bfb683c0706c7c0082ed84398c85064363df15cd
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/issued_unarmed_before_expiry/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/issued_unarmed_before_expiry/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""issued_unarmed_before_expiry"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,0b4627bbbd5525576eeebdcf757ea98ace46fc124a0952b5dfb0925b383cc453
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/issued_unarmed_before_expiry/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/issued_unarmed_before_expiry/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""issued_unarmed_before_expiry"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,fdf40b13f9968f5955cae88ded8c21aef1ae4244e8a3c43be5885b5b02c992db
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/expired_unarmed_cancelled/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/expired_unarmed_cancelled/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""expired_unarmed_cancelled"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,a01fc5b1237219861999571f9f4bf7ce74296679e65a6d750a7d761c7f72c7f6
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/expired_unarmed_cancelled/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/expired_unarmed_cancelled/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""expired_unarmed_cancelled"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,fdf40b13f9968f5955cae88ded8c21aef1ae4244e8a3c43be5885b5b02c992db
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/cancelled_replay_no_dispatch/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/cancelled_replay_no_dispatch/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""cancelled_replay_no_dispatch"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,a01fc5b1237219861999571f9f4bf7ce74296679e65a6d750a7d761c7f72c7f6
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/cancelled_replay_no_dispatch/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/cancelled_replay_no_dispatch/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""cancelled_replay_no_dispatch"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,fdf40b13f9968f5955cae88ded8c21aef1ae4244e8a3c43be5885b5b02c992db
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/released_budget_reused/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/released_budget_reused/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""released_budget_reused"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,fc7f958fb6741ece3de782ec1780853a1ecbaa3c35bfbc83f592aa1d185dd334
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/released_budget_reused/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/released_budget_reused/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""released_budget_reused"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,b0c5ac33dd5bddeb9f4da54d6da8b5d51c708660af330857d95acfb2a0fe7187
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/final/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,fc7f958fb6741ece3de782ec1780853a1ecbaa3c35bfbc83f592aa1d185dd334
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/snapshots/final/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,b0c5ac33dd5bddeb9f4da54d6da8b5d51c708660af330857d95acfb2a0fe7187
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/client.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/current_final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,70878bd40e2fc4a70899ee612734caf83097e9045c30bc688d30022699a3ab5a
Figure 3,a,AIR-014_IASC_Reproducibility/end_to_end/out/expired_unarmed_cleanup/rep-2/ordinary/sink.sqlite,data/input/s8/expired_unarmed_cleanup/rep-2/ordinary/current_final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 2, ""scenario"": ""expired_unarmed_cleanup""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,132b72b92b8edd6c99247880771b910e234666c89700bba54dfa12a17112a96a
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/snapshots/sink_committed_client_timed_out/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/sink_committed_client_timed_out/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,f0377a927231c1e0bc3b5bd0597d4eff7536aa82b19554bb7112fc61bc794a24
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/snapshots/sink_committed_client_timed_out/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/sink_committed_client_timed_out/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,47ffc802ffc50c5dc324a91e41cfa4fde726a6252b5115af8b3301bc1d893253
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/snapshots/cleanup_retained_unknown_grant/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/cleanup_retained_unknown_grant/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,f0377a927231c1e0bc3b5bd0597d4eff7536aa82b19554bb7112fc61bc794a24
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/snapshots/cleanup_retained_unknown_grant/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/cleanup_retained_unknown_grant/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,47ffc802ffc50c5dc324a91e41cfa4fde726a6252b5115af8b3301bc1d893253
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/snapshots/after_unknown_recovery_competition/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/after_unknown_recovery_competition/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,c0f2f740df8a52765b810d6074bc4675246528e88ec09b08591db7d587ee15f4
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/snapshots/after_unknown_recovery_competition/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/after_unknown_recovery_competition/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,0982e5a54012f50cb4910c48f9e33c801e5a442a3f297a003eaf393d8ba67822
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/snapshots/final/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/final/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""final"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,c0f2f740df8a52765b810d6074bc4675246528e88ec09b08591db7d587ee15f4
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/snapshots/final/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/final/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""final"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,0982e5a54012f50cb4910c48f9e33c801e5a442a3f297a003eaf393d8ba67822
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/current_final/client.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""current_final"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,9a9c683545a544c57615edff76d854c109db1d7733bcd1857d2c939092e76781
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ecrc/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ecrc/current_final/sink.sqlite,"{""implementation"": ""ecrc"", ""phase"": ""current_final"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,de6c0589eb5c4abe337177164a27539c09aca3a79dc9733a6be9938f73be6349
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/snapshots/sink_committed_client_timed_out/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/sink_committed_client_timed_out/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,59fb36a71074d790a85e4c5959e31395254d95a3e80867c610cd856c25979997
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/snapshots/sink_committed_client_timed_out/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/sink_committed_client_timed_out/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""sink_committed_client_timed_out"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,9f357869a52fa6d798172fb258e57f5f4d768a8e292506f181addade95080364
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/snapshots/cleanup_retained_unknown_grant/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/cleanup_retained_unknown_grant/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,59fb36a71074d790a85e4c5959e31395254d95a3e80867c610cd856c25979997
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/snapshots/cleanup_retained_unknown_grant/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/cleanup_retained_unknown_grant/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""cleanup_retained_unknown_grant"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,9f357869a52fa6d798172fb258e57f5f4d768a8e292506f181addade95080364
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/snapshots/after_unknown_recovery_competition/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/after_unknown_recovery_competition/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,34e7ffb6b91d09a21c7eaf2952f9049d80158c283d52c736d39289bb0c1d7d9e
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/snapshots/after_unknown_recovery_competition/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/after_unknown_recovery_competition/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""after_unknown_recovery_competition"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,739e0fd8c275b27774de75878c6c0df59a3e3eb01a240cdf745f4b4d0ba9f42d
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/snapshots/final/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,34e7ffb6b91d09a21c7eaf2952f9049d80158c283d52c736d39289bb0c1d7d9e
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/snapshots/final/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""final"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed checkpoint,739e0fd8c275b27774de75878c6c0df59a3e3eb01a240cdf745f4b4d0ba9f42d
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/client.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/current_final/client.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,6dac48de1046f0593b77a12234ef886184a99f09c79a33b1f034e102da2799fc
Figure 3,b,AIR-014_IASC_Reproducibility/end_to_end/out/accepted_timeout_cleanup_recovery/rep-0/ordinary/sink.sqlite,data/input/s8/accepted_timeout_cleanup_recovery/rep-0/ordinary/current_final/sink.sqlite,"{""implementation"": ""ordinary"", ""phase"": ""current_final"", ""rep"": 0, ""scenario"": ""accepted_timeout_cleanup_recovery""}",Direct counts/sums from copied SQLite state; all 2 implementations x 3 repetitions; no run selection.,saved observed final DB,e5bc25146ebbfca0699a4727db5bbf012c546f64d8e6249fa3bd3f911f1aaf48
