dataset_id,subject_id,study_id,outer_fold
many_labs_igt,many_labs_150_057,Steingroever2011,1
many_labs_igt,many_labs_150_058,Wetzels,0
many_labs_igt,many_labs_150_059,Wetzels,1
many_labs_igt,many_labs_150_060,Wetzels,1
many_labs_igt,many_labs_150_061,Wetzels,0
many_labs_igt,many_labs_150_062,Wetzels,3
many_labs_igt,many_labs_150_063,Wetzels,4
many_labs_igt,many_labs_150_064,Wetzels,4
many_labs_igt,many_labs_150_065,Wetzels,3
many_labs_igt,many_labs_150_066,Wetzels,4
many_labs_igt,many_labs_150_067,Wetzels,2
many_labs_igt,many_labs_150_068,Wetzels,1
many_labs_igt,many_labs_150_069,Wetzels,3
many_labs_igt,many_labs_150_070,Wetzels,0
many_labs_igt,many_labs_150_071,Wetzels,4
many_labs_igt,many_labs_150_072,Wetzels,3
many_labs_igt,many_labs_150_073,Wetzels,4
many_labs_igt,many_labs_150_074,Wetzels,0
many_labs_igt,many_labs_150_075,Wetzels,3
many_labs_igt,many_labs_150_076,Wetzels,2
many_labs_igt,many_labs_150_077,Wetzels,0
many_labs_igt,many_labs_150_078,Wetzels,4
many_labs_igt,many_labs_150_079,Wetzels,4
many_labs_igt,many_labs_150_080,Wetzels,2
many_labs_igt,many_labs_150_081,Wetzels,1
many_labs_igt,many_labs_150_082,Wetzels,2
many_labs_igt,many_labs_150_083,Wetzels,4
many_labs_igt,many_labs_150_084,Wetzels,2
many_labs_igt,many_labs_150_085,Wetzels,2
many_labs_igt,many_labs_150_086,Wetzels,1
many_labs_igt,many_labs_150_087,Wetzels,3
many_labs_igt,many_labs_150_088,Wetzels,1
many_labs_igt,many_labs_150_089,Wetzels,1
many_labs_igt,many_labs_150_090,Wetzels,0
many_labs_igt,many_labs_150_091,Wetzels,1
many_labs_igt,many_labs_150_092,Wetzels,0
many_labs_igt,many_labs_150_093,Wetzels,3
many_labs_igt,many_labs_150_094,Wetzels,4
many_labs_igt,many_labs_150_095,Wetzels,0
many_labs_igt,many_labs_150_096,Wetzels,2
many_labs_igt,many_labs_150_097,Wetzels,3
many_labs_igt,many_labs_150_098,Wetzels,2
many_labs_igt,many_labs_95_001,Fridberg,3
many_labs_igt,many_labs_95_002,Fridberg,4
many_labs_igt,many_labs_95_003,Fridberg,0
many_labs_igt,many_labs_95_004,Fridberg,0
many_labs_igt,many_labs_95_005,Fridberg,1
many_labs_igt,many_labs_95_006,Fridberg,4
many_labs_igt,many_labs_95_007,Fridberg,2
many_labs_igt,many_labs_95_008,Fridberg,3
many_labs_igt,many_labs_95_009,Fridberg,1
many_labs_igt,many_labs_95_010,Fridberg,1
many_labs_igt,many_labs_95_011,Fridberg,3
many_labs_igt,many_labs_95_012,Fridberg,4
many_labs_igt,many_labs_95_013,Fridberg,0
many_labs_igt,many_labs_95_014,Fridberg,2
many_labs_igt,many_labs_95_015,Fridberg,2
